Feature,Coefficient
dew_point,10.978557755959304
sea_level_pressure,-0.463318740762762
wind_speed,0.7644914292234808
visibility,0.46859365671900655
sky_condition_height,2.306342636533437
LATITUDE,-0.9114627492261576
LONGITUDE,-0.03204126896265209
ELEVATION,1.4241344804479865
year,0.0
month,0.20208576033095668
day_of_year,-0.13442919949286256
hour,1.0531736078958662
